Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	SNP_number	Chip	Population	Collection	FDR.overall
MPO_Folkersen_33067605_1	1661	7.73701546596247e-12	PC6 (2e-08)	MPO_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	MPO	Myeloperoxidase (MPO) levels	BMK	21758	0	21758		Multiple (see paper)	European		9.91174413747624e-11
MSCV_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	MSCV_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	MSCV	Mean sphered corpuscular volume	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
MS_IMSGC_31604244_1	1657	0.000252617948339848	PC8 (1e-06)	MS_IMSGC_31604244_1-hg38.tsv.gz	IMSGC	2019	31604244	MS	Multiple Sclerosis	IMD	68374	47429	115803	8868766	MS chip	European (Multiple countries)		0.00105823125284385
MUCOPROCT_FinnGen_FinnGenR7_1	1655	0.000512744868304744	PC8 (6e-05)	MUCOPROCT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	MUCOPROCT	Mucosal proctocolitis (FinnGen)	INF	296008	3037	299045			European (Finnish)	FinnGen	0.00760571554652037
MYELOPROF_FinnGen_FinnGenR7_1	1655	6.13573091516966e-10	PC8 (6e-12)	MYELOPROF_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	MYELOPROF	Myeloproliferative diseases (FinnGen)	CAN	307660	1494	309154			European (Finnish)	FinnGen	1.59222217248653e-07
MYELOPROF_NONCML_FinnGen_FinnGenR7_1	1655	1.88557452697126e-10	PC8 (3e-12)	MYELOPROF_NONCML_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	MYELOPROF_NONCML	Myeloproliferative diseases (CML excluded) (FinnGen)	CAN	307660	1321	308981			European (Finnish)	FinnGen	9.78613179498084e-08
NAP_SinnottArmstrong_33462484_1	1640	7.01363640603321e-139	PC8 (1e-69)	NAP_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	NAP	Non-albumin protein	BMK	331979	0	331979		Multiple (UKBB data & others)	Trans-ethnic	UKBB	6.64892731291948e-137
NEMO_Folkersen_33067605_1	1661	1.4964013602162e-05	PC3 (4e-07)	NEMO_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	NEMO	NF-kappa-B essential modulator levels	BMK	21758	0	21758		Multiple (see paper)	European		0.000124437586796926
NEPL_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	NEPL_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	NEPL	Neutrophil percentage of leucocytes	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
NEUC_Chen_32888493_1	1661	3.61957759451279e-09	PC2 (4e-05)	NEUC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	NEUC	Neutrophil Count	BC	6910	0	6910		Multiple (See publication)	African		4.4147878236103e-09
NEUC_Chen_32888493_2	1661	0	PC2 (0e+00)	NEUC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	NEUC	Neutrophil Count	BC	568209	0	568209		Multiple (See publication)	European (Inc. UKBB)		0
NEUC_Chen_32888493_4	1660	2.40805701286399e-23	PC2 (2e-23)	NEUC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	NEUC	Neutrophil Count	BC	7545	0	7545		Multiple (See publication)	Latin American (Hispanic American / Latinos)		3.55685485386333e-23
NEUC_Chen_32888493_5	1661	0	PC2 (0e+00)	NEUC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	NEUC	Neutrophil Count	BC	676109	0	676109		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
NEUC_Chen_32888493_6	1661	7.65215197897976e-274	PC2 (5e-211)	NEUC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	NEUC	Neutrophil Count	BC	676109	0	676109		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		1.66486009272397e-273
NEUC_Ferreira_19853236_1	1332	1.24641531411415e-17	PC2 (6e-22)	NEUC_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	NEUC	Neutrophil Count	BC	6015	0	6015	1872254	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		1.70061750485066e-17
NEUC_Kanai_29403010_1	1515	3.45318053438429e-86	PC2 (9e-69)	NEUC_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	NEUC	Neutrophil Count	BC	62076	0	62076	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	6.46467518646361e-86
NEUC_Sakaue_doi1011012020102320213652_1	1562	3.18006044497515e-51	PC14 (4e-06)	NEUC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	NEUC	Neutrophil Count	BC	82810	0	82810		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	5.33322637126041e-51
NEUC_Vuckovic_32888494_1	1661	0	PC2 (0e+00)	NEUC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	NEUC	Neutrophil Count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
NONALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1	1655	3.71472998663438e-20	PC5 (3e-13)	NONALLERG_ASTHMA_EXMORE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more controls excluded) (FinnGen)	IMD	175182	8833	184015			European (Finnish)	FinnGen	4.62019542087651e-19
NONALLERG_ASTHMA_FinnGen_FinnGenR7_1	1655	3.00684610971884e-20	PC5 (2e-13)	NONALLERG_ASTHMA_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	NONALLERG_ASTHMA	Non-allergic asthma (FinnGen)	IMD	180942	8833	189775			European (Finnish)	FinnGen	3.8604024247358e-19
O15_ICP_FinnGen_FinnGenR7_1	1655	1.26527374472662e-05	PC10 (5e-04)	O15_ICP_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	O15_ICP	Intrahepatic Cholestasis of Pregnancy (ICP) (FinnGen)	OTH	172286	1460	173746			European (Finnish)	FinnGen	0.000479866783185207
O15_ICP_WIDE_FinnGen_FinnGenR7_1	1655	7.72878788940742e-05	PC7 (1e-03)	O15_ICP_WIDE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	O15_ICP_WIDE	Intrahepatic Cholestasis of Pregnancy (ICP)Ê, incl. ICD-8 (FinnGen)	OTH	171855	1891	173746			European (Finnish)	FinnGen	0.00216829556130225
O15_PREG_OTHER_MAT_DISORD_FinnGen_FinnGenR7_1	1655	0.000104553895370882	PC10 (5e-05)	O15_PREG_OTHER_MAT_DISORD_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy (FinnGen)	OTH	152785	20961	173746			European (Finnish)	FinnGen	0.00278086204830606
PAPPA_Folkersen_33067605_1	1661	1.87414329853947e-26	PC5 (8e-14)	PAPPA_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	PAPPA	Pappalysin-1 (PAPPA) levels	BMK	21758	0	21758		Multiple (see paper)	European		3.17265686967039e-25
PAR1_Folkersen_33067605_1	1661	3.7474798005964e-06	PC8 (2e-06)	PAR1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	PAR1	Proteinase-activated receptor 1 levels	BMK	21758	0	21758		Multiple (see paper)	European		3.4159719720821e-05
PBC_Cordell_26394269_1	1661	0.000547653200537197	PC8 (3e-05)	PBC_Cordell_26394269_1-hg38.tsv.gz	Cordell	2015	26394269	PBC	Primary Biliary Cholangitis	IMD	10475	2764	13239	1134126		European		0.00209582667128658
PDGFb_Folkersen_33067605_1	1661	5.01034258831451e-20	PC3 (7e-09)	PDGFb_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	PDGFb	Platelet-derived growth factor subunit B (PDGFb) levels	BMK	21758	0	21758		Multiple (see paper)	European		7.19667389957902e-19
PDGFbb_AholaOlli_27989323_1	1660	6.06046797623433e-06	PC13 (2e-04)	PDGFbb_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	PDGFbb	Platelet derived growth factor BB (PDGFbb) levels	BMK	8293	0	8293	9906063	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	5.31974411247236e-05
PDW_Vuckovic_32888494_1	1661	0	PC3 (0e+00)	PDW_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	PDW	Platelet distribution width	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
PECAM1_Folkersen_33067605_1	1661	0.000387543189254022	PC3 (4e-05)	PECAM1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	PECAM1	Platelet endothelial cell adhesion molecule (PECAM-1) levels	BMK	21758	0	21758		Multiple (see paper)	European		0.00244927295608542
PHOS_SinnottArmstrong_33462484_1	1640	9.23752885787496e-73	PC8 (6e-50)	PHOS_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	PHOS	Phosphate	BMK	331826	0	331826		Multiple (UKBB data & others)	Trans-ethnic	UKBB	3.98053516239339e-71
PLACR_Vuckovic_32888494_1	1661	0	PC5 (0e+00)	PLACR_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	PLACR	Platelet crit	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
PLAC_Chen_32888493_1	1661	4.26221253290639e-20	PC3 (2e-08)	PLAC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	PLAC	Platelet count	BC	8585	0	8585		Multiple (See publication)	African		6.07270989201707e-20
PLAC_Chen_32888493_2	1661	0	PC3 (0e+00)	PLAC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	PLAC	Platelet count	BC	610713	0	610713		Multiple (See publication)	European (Inc. UKBB)		0
PLAC_Chen_32888493_3	1650	6.14252438315704e-07	PC3 (1e-02)	PLAC_Chen_32888493_3-hg38.tsv.gz	Chen	2020	32888493	PLAC	Platelet count	BC	146004	0	146004		Multiple (See publication)	East Asian		7.16627844701655e-07
PLAC_Chen_32888493_4	1660	4.62466736411101e-56	PC8 (3e-20)	PLAC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	PLAC	Platelet count	BC	9367	0	9367		Multiple (See publication)	Latin American (Hispanic American / Latinos)		8.00614457657928e-56
PLAC_Chen_32888493_5	1661	0	PC3 (0e+00)	PLAC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	PLAC	Platelet count	BC	789371	0	789371		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
PLAC_Chen_32888493_6	1661	0	PC3 (2e-234)	PLAC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	PLAC	Platelet count	BC	789371	0	789371		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
PLAC_Ferreira_19853236_1	1332	1.32974057454161e-29	PC8 (1e-12)	PLAC_Ferreira_19853236_1-hg38.tsv.gz	Ferreira	2009	19853236	PLAC	Platelet count	BC	6015	0	6015	1872213	Illumina (Australian cohort) and Perlegen (Dutch cohort) chips	European (Dutch + Australian)		2.05854069712692e-29
PLAC_Kanai_29403010_1	1515	2.27945341280161e-263	PC8 (2e-101)	PLAC_Kanai_29403010_1-hg38.tsv.gz	Kanai	2018	29403010	PLAC	Platelet count	BC	108208	0	108208	6108953	Illumina HumanOmniExpressExome BeadChip	East Asian (Japanese)	Jenger Riken	4.89322665948079e-263
PLAC_Sakaue_doi1011012020102320213652_1	1562	3.84185869187805e-190	PC3 (2e-17)	PLAC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	PLAC	Platelet count	BC	148623	0	148623		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	7.8296107518021e-190
PLAC_Vuckovic_32888494_1	1661	0	PC3 (0e+00)	PLAC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	PLAC	Platelet count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
PLAV_Chen_32888493_1	1661	6.33184204963844e-13	PC3 (1e-15)	PLAV_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	PLAV	Mean platelet volume	BC	4149	0	4149		Multiple (See publication)	African		8.22118201606281e-13
PLAV_Chen_32888493_2	1661	0	PC3 (0e+00)	PLAV_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	PLAV	Mean platelet volume	BC	526437	0	526437		Multiple (See publication)	European (Inc. UKBB)		0
PLAV_Chen_32888493_3	1649	1.41368140409886e-07	PC3 (3e-11)	PLAV_Chen_32888493_3-hg38.tsv.gz	Chen	2020	32888493	PLAV	Mean platelet volume	BC	1370	0	1370		Multiple (See publication)	East Asian		1.67354930926409e-07
PLAV_Chen_32888493_4	1631	4.24282790476579e-12	PC3 (1e-16)	PLAV_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	PLAV	Mean platelet volume	BC	2810	0	2810		Multiple (See publication)	Latin American (Hispanic American / Latinos)		5.37870309186844e-12
PLAV_Chen_32888493_5	1661	0	PC3 (0e+00)	PLAV_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	PLAV	Mean platelet volume	BC	549468	0	549468		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
PLAV_Chen_32888493_6	1661	0	PC3 (0e+00)	PLAV_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	PLAV	Mean platelet volume	BC	549468	0	549468		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
PLAV_Vuckovic_32888494_1	1661	0	PC3 (0e+00)	PLAV_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	PLAV	Mean platelet volume	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
POLLENALLERG_FinnGen_FinnGenR7_1	1655	3.71861334621258e-09	PC5 (1e-08)	POLLENALLERG_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	POLLENALLERG	Pollen allergy (FinnGen)	IMD	301734	4555	306289			European (Finnish)	FinnGen	2.79246813545775e-08
POLYCYTVERA_FinnGen_FinnGenR7_1	1655	2.91085008102455e-05	PC8 (1e-03)	POLYCYTVERA_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	POLYCYTVERA	Polycythaemia vera (FinnGen)	OTH	307660	680	308340			European (Finnish)	FinnGen	0.000946257296180679
PSC_Ji_27992413_1	1661	0.000189444560983969	PC8 (6e-06)	PSC_Ji_27992413_1-hg38.tsv.gz	Ji	2017	27992413	PSC	Primary Sclerosing Cholangitis	IMD	19955	4796	24751	7866424		European		0.000828559728259557
PSGL1_Folkersen_33067605_1	1661	9.17263312196365e-05	PC8 (5e-06)	PSGL1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	PSGL1	P-selectin glycoprotein ligand 1 (PSGL1) levels	BMK	21758	0	21758		Multiple (see paper)	European		0.000658761833304662
PTEX3_Folkersen_33067605_1	1661	1.02648834050353e-07	PC6 (2e-04)	PTEX3_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	PTEX3	Pentraxin-related protein PTX3 levels	BMK	21758	0	21758		Multiple (see paper)	European		1.05772928999712e-06
PULM_INFECTIONS_FinnGen_FinnGenR7_1	1655	5.39079498160547e-12	PC8 (5e-11)	PULM_INFECTIONS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	PULM_INFECTIONS	COPD/asthma/ILD related infections (FinnGen)	INF	219049	90105	309154			European (Finnish)	FinnGen	2.05620322869809e-10
PULM_PNEUMONIA_SEPSIS_FinnGen_FinnGenR7_1	1655	0.000133770383858037	PC8 (1e-06)	PULM_PNEUMONIA_SEPSIS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	PULM_PNEUMONIA_SEPSIS	COPD/asthma/ILD related pneumonia or pneumonia derived septichaemia (FinnGen)	INF	219049	43752	262801			European (Finnish)	FinnGen	0.00255119232072113
R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO_FinnGen_FinnGenR7_1	1655	1.34288092902824e-06	PC10 (6e-05)	R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO	Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity (FinnGen)	OTH	297969	1729	299698			European (Finnish)	FinnGen	7.05184651961496e-05
RA_Okada_24390342_1	1408	7.10709367284328e-12	PC5 (5e-11)	RA_Okada_24390342_1-hg38.tsv.gz	Okada	2014	24390342	RA	Rheumatoid Arthritis	IMD	43923	14361	58284	8747962		European		6.2858295150925e-11
RA_Okada_24390342_3	1357	7.43696756482317e-11	PC5 (3e-09)	RA_Okada_24390342_3-hg38.tsv.gz	Okada	2014	24390342	RA	Rheumatoid Arthritis	IMD	61565	19234	80799	9723398		Trans-ethnic (European + Asian)		6.29768742723324e-10
RBCW_Chen_32888493_1	1661	3.00287123317183e-13	PC12 (5e-09)	RBCW_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	RBCW	Red Blood Cell Distribution Width	BC	6953	0	6953		Multiple (See publication)	African		3.93058754911109e-13
RBCW_Chen_32888493_2	1661	0	PC7 (0e+00)	RBCW_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	RBCW	Red Blood Cell Distribution Width	BC	585405	0	585405		Multiple (See publication)	European (Inc. UKBB)		0
RBCW_Chen_32888493_4	1660	2.61017341063235e-48	PC12 (3e-28)	RBCW_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	RBCW	Red Blood Cell Distribution Width	BC	8526	0	8526		Multiple (See publication)	Latin American (Hispanic American / Latinos)		4.28814203175315e-48
RBCW_Chen_32888493_5	1661	0	PC7 (0e+00)	RBCW_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	RBCW	Red Blood Cell Distribution Width	BC	616956	0	616956		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
RBCW_Chen_32888493_6	1661	0	PC7 (1e-147)	RBCW_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	RBCW	Red Blood Cell Distribution Width	BC	616956	0	616956		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
RBCW_Vuckovic_32888494_1	1661	0	PC7 (0e+00)	RBCW_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RBCW	Red Blood Cell Distribution Width	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RBC_Chen_32888493_1	1661	6.24207113842655e-17	PC1 (8e-09)	RBC_Chen_32888493_1-hg38.tsv.gz	Chen	2020	32888493	RBC	Red blood cell count	BC	7634	0	7634		Multiple (See publication)	African		8.44515506963592e-17
RBC_Chen_32888493_2	1661	0	PC1 (0e+00)	RBC_Chen_32888493_2-hg38.tsv.gz	Chen	2020	32888493	RBC	Red blood cell count	BC	595378	0	595378		Multiple (See publication)	European (Inc. UKBB)		0
RBC_Chen_32888493_4	1660	4.26913869483157e-52	PC10 (6e-25)	RBC_Chen_32888493_4-hg38.tsv.gz	Chen	2020	32888493	RBC	Red blood cell count	BC	9302	0	9302		Multiple (See publication)	Latin American (Hispanic American / Latinos)		7.31203542412641e-52
RBC_Chen_32888493_5	1661	0	PC1 (0e+00)	RBC_Chen_32888493_5-hg38.tsv.gz	Chen	2020	32888493	RBC	Red blood cell count	BC	778076	0	778076		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
RBC_Chen_32888493_6	1661	0	PC10 (1e-143)	RBC_Chen_32888493_6-hg38.tsv.gz	Chen	2020	32888493	RBC	Red blood cell count	BC	778076	0	778076		Multiple (See publication)	Trans-ethnic (EUR, AFR, EAS, SAS, HA)		0
RBC_Sakaue_doi1011012020102320213652_1	1562	6.33843731628661e-202	PC1 (2e-31)	RBC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	RBC	Red blood cell count	BC	153512	0	153512		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	1.30831847169506e-201
RBC_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RBC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RBC	Red blood cell count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RETC_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RETC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RETC	Reticulocyte count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RETFRC_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RETFRC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RETFRC	Reticulocyte fraction of red cells	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RETHLC_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RETHLC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RETHLC	High light scatter reticulocyte count	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RETHLPRC_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RETHLPRC_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RETHLPRC	High Light Scatter Reticulocyte percentage of red cells	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RETIF_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RETIF_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RETIF	Immature fraction of reticulocytes	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RETN_Folkersen_33067605_1	1661	2.05764838352066e-13	PC2 (2e-11)	RETN_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	RETN	Resistin (RETN) levels	BMK	21758	0	21758		Multiple (see paper)	European		2.7092370383022e-12
RETV_Vuckovic_32888494_1	1661	0	PC1 (0e+00)	RETV_Vuckovic_32888494_1-hg38.tsv.gz	Vuckovic	2020	32888494	RETV	Reticulocyte volume	BC	408112	0	408112			European (UK, UKBB)	UKBB	0
RHEUMA_NOS_FinnGen_FinnGenR7_1	1655	0.000850600494577861	PC8 (2e-05)	RHEUMA_NOS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RHEUMA_NOS	Other/unspecified rheumatoid arthritis (FinnGen)	IMD	306012	3076	309088			European (Finnish)	FinnGen	0.00304990087245035
RHEUMA_OTHER_WIDE_FinnGen_FinnGenR7_1	1655	0.00267048738157731	PC8 (2e-05)	RHEUMA_OTHER_WIDE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide (FinnGen)	IMD	304359	4795	309154			European (Finnish)	FinnGen	0.00857140304732072
RHEUMA_SEROPOS_FinnGen_FinnGenR7_1	1655	2.09599781198205e-09	PC8 (1e-06)	RHEUMA_SEROPOS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RHEUMA_SEROPOS	Seropositive rheumatoid arthritis (FinnGen)	IMD	238484	7294	245778			European (Finnish)	FinnGen	1.66841425833771e-08
RHEUMA_SEROPOS_OTH_FinnGen_FinnGenR7_1	1655	1.55032719904051e-08	PC8 (2e-06)	RHEUMA_SEROPOS_OTH_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis (FinnGen)	IMD	301860	7211	309071			European (Finnish)	FinnGen	1.10183968788951e-07
RHEUMA_SEROPOS_STRICT_FinnGen_FinnGenR7_1	1655	9.35418637464587e-05	PC11 (1e-03)	RHEUMA_SEROPOS_STRICT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RHEUMA_SEROPOS_STRICT	Seropositive rheumatoid arthritis, strict definition (FinnGen)	IMD	302116	3277	305393			European (Finnish)	FinnGen	0.000429560842201387
RHEUMA_SEROPOS_WIDE_FinnGen_FinnGenR7_1	1655	6.13104826424602e-09	PC8 (3e-06)	RHEUMA_SEROPOS_WIDE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RHEUMA_SEROPOS_WIDE	Seropositive rheumatoid arthritis, wide (FinnGen)	IMD	301860	7290	309150			European (Finnish)	FinnGen	4.43664947121803e-08
RX_ANTIHYP_FinnGen_FinnGenR7_1	1655	4.17679704461007e-13	PC8 (1e-07)	RX_ANTIHYP_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RX_ANTIHYP	Antihypertensive medication - note that there are other indications (FinnGen)	OTH	150798	158356	309154			European (Finnish)	FinnGen	5.70272023157428e-11
RX_CROHN_1STLINE_FinnGen_FinnGenR7_1	1655	5.81956881348661e-26	PC5 (5e-23)	RX_CROHN_1STLINE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RX_CROHN_1STLINE	First line medication for Crohns disease (FinnGen)	IMD	249599	59555	309154			European (Finnish)	FinnGen	8.57847551025063e-25
RX_CROHN_2NDLINE_FinnGen_FinnGenR7_1	1655	4.19808582056769e-10	PC8 (1e-10)	RX_CROHN_2NDLINE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RX_CROHN_2NDLINE	Second line medication for Crohns disease (FinnGen)	IMD	293353	15801	309154			European (Finnish)	FinnGen	3.48091282622071e-09
RX_STATIN_FinnGen_FinnGenR7_1	1655	7.979821510125e-23	PC13 (7e-08)	RX_STATIN_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	RX_STATIN	Statin medication (FinnGen)	OTH	208515	100639	309154			European (Finnish)	FinnGen	2.60541941921103e-20
SAP_Sakaue_doi1011012020102320213652_1	1560	0.000345613678601963	PC1 (2e-03)	SAP_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	SAP	Stable angina pectoris	OTH	146214	18833	165047		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	0.0080433728838275
SHBG_SinnottArmstrong_33462484_1	1640	1.54194778863915e-59	PC5 (5e-18)	SHBG_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	SHBG	Sex hormone-binding globulin (SHBG)	BMK	329122	0	329122		Multiple (UKBB data & others)	Trans-ethnic	UKBB	4.87255501209971e-58
